# Summary stats for batch processing of regression models
# timestamp: 2022-04-06 14:56:45
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",-0.0360334247369997,0.759430116633582,0.00122505655238439
2,"ranFile002.csv",0.00726773700158141,0.967537806866622,4.94323675784354e-05
3,"ranFile003.csv",-0.0945690434285142,0.456805408203178,0.00992669385580457
4,"ranFile004.csv",-0.0822278557028637,0.7664697859994,0.00502558484756067
5,"ranFile005.csv",0.192051643468068,0.0920526293310141,0.0338151064039345
6,"ranFile006.csv",0.00135080537859837,0.986583396533767,3.1594790671151e-06
7,"ranFile007.csv",-0.0441953028752119,0.771724649662722,0.00154313495553189
8,"ranFile008.csv",0.0040843085832251,0.971880195772637,2.36668352343681e-05
9,"ranFile009.csv",-0.228755495391151,0.167210174985524,0.0606211266405582
10,"ranFile010.csv",-0.0366390137893355,0.910283162460606,0.00149009319955987
11,"ranFile011.csv",0.418544831706074,0.0237503343329265,0.175387853127608
12,"ranFile012.csv",-0.0264860073046893,0.815639632328608,0.000675064420432786
13,"ranFile013.csv",-0.144176523299075,0.411640608313054,0.0205236836621374
14,"ranFile014.csv",0.199366761658529,0.131905906748473,0.0457201452689778
15,"ranFile015.csv",0.244790551178852,0.307024208585031,0.057851211231405
16,"ranFile016.csv",-0.312298109891997,0.222397452059626,0.0915171604664043
17,"ranFile017.csv",0.0455802459268424,0.71280876894897,0.00248281512050327
18,"ranFile018.csv",0.189846198950074,0.139146989093656,0.0440944909397471
19,"ranFile019.csv",-0.158067413274459,0.205430617348245,0.0234723130347068
20,"ranFile020.csv",-0.187740693109657,0.331235380977816,0.031489605962824
21,"ranFile021.csv",0.34577676236106,0.445141594165077,0.120700846812361
22,"ranFile022.csv",-0.0264185496298399,0.810080036125322,0.000617501216219554
23,"ranFile023.csv",-0.140136897981319,0.185474079552365,0.0198367433633326
24,"ranFile024.csv",-0.345760020956435,0.176682149038422,0.159303615796433
25,"ranFile025.csv",-0.0536070863515687,0.713035649313153,0.00206290168325306
26,"ranFile026.csv",-0.110195747743443,0.323667483130194,0.0126518512176129
27,"ranFile027.csv",-0.129164936249413,0.545859850610007,0.0376137399649915
28,"ranFile028.csv",0.294453355523747,0.184103134957206,0.0643878841193328
29,"ranFile029.csv",0.215229015769037,0.18247758493945,0.053208865550179
30,"ranFile030.csv",0.00344027554833191,0.989340816727075,1.87615371948187e-05
31,"ranFile031.csv",0.000821390413448793,0.995610865304438,5.76372106853187e-07
32,"ranFile032.csv",0.158692308319457,0.100013360973837,0.0282212003057315
33,"ranFile033.csv",0.157988829276407,0.156408378860481,0.0255837169813419
34,"ranFile034.csv",-0.0472897716279176,0.849752882054937,0.00130384544051752
35,"ranFile035.csv",-0.074227107699821,0.665609825321198,0.00791470877716924
36,"ranFile036.csv",-0.0531229563420754,0.650406509232167,0.00282885722431105
37,"ranFile037.csv",0.102215244223069,0.437849429812548,0.00862294296454871
38,"ranFile038.csv",-0.149877021503457,0.213486370504104,0.0314035635045256
39,"ranFile039.csv",0.0187949425235056,0.909536665044631,0.000374098764266079
40,"ranFile040.csv",-0.0154481886649933,0.944053196428299,0.000166902341834579
41,"ranFile041.csv",-0.164933823387577,0.577771213432268,0.022673674245976
42,"ranFile042.csv",0.0715339072459107,0.806010606393677,0.00388119493854586
43,"ranFile043.csv",-0.0365453714984765,0.747066360794776,0.0014536287664088
44,"ranFile044.csv",0.25751557327941,0.136649562418568,0.0658784360832064
45,"ranFile045.csv",0.223706943568044,0.248969225976615,0.0440447507242695
46,"ranFile046.csv",-0.0925924391354943,0.403865765667971,0.0127030275703481
47,"ranFile047.csv",0.0853500435516486,0.421704579106223,0.00851378657671598
48,"ranFile048.csv",0.00352080069653131,0.980672550962751,9.70022024091688e-06
49,"ranFile049.csv",-0.103393825932549,0.332376785991419,0.011462536444685
50,"ranFile050.csv",-0.100613151690224,0.538733322971948,0.0112155889642426
51,"ranFile051.csv",-0.148129472852115,0.466139479269849,0.0268587368262319
52,"ranFile052.csv",-0.158124193038788,0.217792939727171,0.023634085257321
53,"ranFile053.csv",0.0154458627901095,0.890738811318773,0.000346170437548923
54,"ranFile054.csv",0.31120594347321,0.144666278809057,0.0695664739118948
55,"ranFile055.csv",0.0231516786075717,0.929734206394603,0.000444038866383125
56,"ranFile056.csv",-0.0859567003645638,0.441685018946702,0.00860338967852445
57,"ranFile057.csv",0.15424266838615,0.106671760041746,0.0293078894503882
58,"ranFile058.csv",0.0854614932828548,0.87048003268287,0.00585490676228107
59,"ranFile059.csv",0.110282892250549,0.755149357287913,0.00920890949915168
60,"ranFile060.csv",0.141017762771802,0.162566230935057,0.0215536149329755
61,"ranFile061.csv",0.045703566047898,0.641102076191286,0.0026957291838045
62,"ranFile062.csv",0.0307050746172699,0.793916618438527,0.000927984115843869
63,"ranFile063.csv",-0.00697983533415928,0.953552817685159,4.88115932197578e-05
64,"ranFile064.csv",0.0309053914227433,0.78464137627657,0.00105869627066895
65,"ranFile065.csv",-0.0182746356591331,0.864278944733538,0.00032638856470749
66,"ranFile066.csv",-0.09917744675111,0.450719209447233,0.0100170334007808
67,"ranFile067.csv",-0.0484360920217925,0.668546262488615,0.00206909044411431
68,"ranFile068.csv",-0.167800362233381,0.804737145802191,0.0237066436898741
69,"ranFile069.csv",0.122299536319046,0.543119784109271,0.014393771736754
70,"ranFile070.csv",-0.0314147876141436,0.763103583870582,0.00121864644644886
71,"ranFile071.csv",0.141277337122729,0.424089572776041,0.0173513182993966
72,"ranFile072.csv",0.10875515882533,0.578078136038062,0.0136512008154403
73,"ranFile073.csv",0.0925773009602637,0.41490934011322,0.00853974442399527
74,"ranFile074.csv",-0.0595328631110996,0.657750134819815,0.00334925855771965
75,"ranFile075.csv",-0.223419460132748,0.109817536407413,0.0493658603291924
76,"ranFile076.csv",-0.100594953132894,0.678464356359642,0.009243146785674
77,"ranFile077.csv",0.00298645297172043,0.978324600163059,8.6334733370319e-06
78,"ranFile078.csv",0.0078589125296003,0.964224232519064,6.3857198786806e-05
79,"ranFile079.csv",-0.128593555247907,0.683338379130704,0.0122409143371995
80,"ranFile080.csv",0.184510621470581,0.415998146240529,0.0266357773051605
81,"ranFile081.csv",-0.44039860327697,0.11947628659771,0.247470977063642
82,"ranFile082.csv",0.221954591202043,0.0740846316990977,0.0578803691514004
83,"ranFile083.csv",-0.176646930955865,0.0861158477419486,0.035494777723605
84,"ranFile084.csv",-0.165681782046169,0.179658190364501,0.0279539757223483
85,"ranFile085.csv",0.0420166344477954,0.732237754842565,0.00178563000110087
86,"ranFile086.csv",0.335626170779693,0.0587259849284933,0.0864707922346516
87,"ranFile087.csv",0.131595799660334,0.18973046123449,0.0199121012403236
88,"ranFile088.csv",-0.198968939526927,0.108057747305536,0.0304525942701166
89,"ranFile089.csv",-0.050471952022632,0.782938164271981,0.00196921075002145
90,"ranFile090.csv",0.474453358171839,0.0393102528872069,0.165266033967999
91,"ranFile091.csv",-0.0189587168579408,0.911315220807641,0.000420374664826471
92,"ranFile092.csv",-0.143942040958946,0.432411774908253,0.0158796914387764
93,"ranFile093.csv",0.100783506313749,0.341400679482134,0.0104095438382835
94,"ranFile094.csv",0.163703902207114,0.163762845113984,0.0320632691034618
95,"ranFile095.csv",0.102859994172531,0.289718623546473,0.012728620585394
96,"ranFile096.csv",-0.582603186515274,0.0227485795922608,0.362336189370418
97,"ranFile097.csv",-0.0227091811813932,0.858972063866729,0.000481872589183847
98,"ranFile098.csv",-0.165525653499348,0.163668280213998,0.0271414906382215
99,"ranFile099.csv",-0.113283382700788,0.486785449450137,0.014768548244372
