# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:45
# LEB
# ------------------------

"var_x","var_y"
0.479930456727743,0.394447731319815
0.285143960267305,0.815420764498413
0.746670082677156,0.225927901221439
0.23858241434209,0.463931853650138
0.608176609035581,0.634142210939899
0.396908091846853,0.286976131377742
0.756953428732231,0.334928490454331
0.00405031535774469,0.0140058887191117
0.215603848919272,0.913529458455741
0.381864168215543,0.603320442838594
0.697604645742103,0.0309492005035281
0.530289383372292,0.702026132727042
0.511826834175736,0.456031215377152
0.751462707063183,0.327187827555463
0.762640425469726,0.323849032865837
0.858393757371232,0.212473372928798
0.610929085407406,0.392085481900722
0.630258134100586,0.448747262591496
0.483908662106842,0.135284470859915
0.948660062393174,0.815885620890185
0.289224799955264,0.779663007240742
0.456700858660042,0.379466817248613
0.717183108907193,0.483266881201416
0.345758902840316,0.943133174208924
0.147121485555544,0.489044103771448
0.751767317997292,0.789684396935627
0.301960349781439,0.637692480813712
0.904383713146672,0.975698282243684
0.00321577046997845,0.558356618974358
0.204120614333078,0.623042489867657
0.995243681361899,0.946937282569706
0.173086799215525,0.114401939790696
0.857105382019654,0.304647367913276
0.0840588654391468,0.469799155369401
0.53083060006611,0.591522078029811
0.159164989367127,0.198451609583572
0.790707806125283,0.987845724681392
0.663696175906807,0.939006720436737
0.0141352622304112,0.740509836236015
0.970903316047043,0.790680730948225
0.194446496199816,0.685046776896343
0.0880320852156729,0.51870919787325
0.647118115564808,0.335081206867471
0.145698684733361,0.53931471449323
0.802232317859307,0.893146433867514
0.276991230901331,0.858901330735534
0.408574380213395,0.325689565157518
0.767976712435484,0.772724097361788
0.567565137520432,0.808189247967675
0.824429391883314,0.14670822606422
0.936031691730022,0.0252360028680414
0.777637883787975,0.660776174627244
0.485381942475215,0.0179199678823352
0.538374836323783,0.762363345827907
0.0240709336940199,0.0643503584433347
0.460665561025962,0.374462542124093
0.539816763717681,0.818333107978106
0.787223051069304,0.00257981172762811
0.340396826155484,0.227666559629142
0.170707331504673,0.417944259708747
0.079759128857404,0.0809874972328544
0.632864384446293,0.788028379436582
0.11758548929356,0.907473695464432
0.27690850617364,0.65713883866556
0.997652873629704,0.940365433227271
0.209640853805467,0.673025698168203
0.80483085452579,0.136503701331094
0.676740177441388,0.783437942620367
0.771903115557507,0.807418473530561
0.227118214592338,0.471031221793965
0.723899237345904,0.301895141135901
0.572225660085678,0.731633896240965
0.172527164686471,0.409599639941007
0.0904520673211664,0.401048358296975
0.257919303607196,0.178491107886657
0.817017904948443,0.740079794311896
0.922529937233776,0.758097817422822
0.527898058528081,0.212796389358118
0.818264862522483,0.240415525855497
0.0938742947764695,0.0824132438283414
