# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:44
# LEB
# ------------------------

"var_x","var_y"
0.289170937146991,0.496624621096998
0.237790093990043,0.546266837278381
0.0532060980331153,0.830005693249404
0.93336926610209,0.271660693222657
0.137500902172178,0.444739314494655
0.00502613256685436,0.770904035540298
0.2624656483531,0.71647515730001
0.317402303218842,0.455277442699298
0.652950820978731,0.683824306819588
0.955651507014409,0.648712927941233
0.899009736953303,0.162503469269723
0.938777359435335,0.621372681111097
0.0118121129926294,0.497265334241092
0.16663919412531,0.871006504166871
0.442800601478666,0.63237647828646
0.0352898170240223,0.895644468255341
0.824933679541573,0.0219393922016025
0.0122313392348588,0.323090420104563
0.458186313509941,0.346308034379035
0.39662432228215,0.309895548503846
0.169169254368171,0.564464653143659
0.123793398495764,0.303278839914128
0.412883144337684,0.819917998975143
0.326733608962968,0.730411489959806
0.0139139241073281,0.420761611312628
0.0216109303291887,0.670066076330841
0.59262216440402,0.410003235796466
0.373606630600989,0.763698220718652
0.69718598225154,0.483422112884
0.679816235089675,0.777489742729813
0.793487090151757,0.76833597314544
0.18747843336314,0.778989796759561
0.103844400960952,NA
0.900506468489766,0.790721119614318
0.0439244266599417,0.52766249445267
0.319423873675987,0.231312839081511
0.142826994648203,0.206880662823096
0.725269529270008,0.488173599820584
0.12008128198795,0.515651707770303
0.106924549676478,0.726443982450292
0.776758842170238,0.298107607290149
0.565932664088905,0.247487475164235
0.285634375875816,0.735359332989901
0.0540410038083792,0.885020460467786
0.390726331854239,0.105638664914295
0.245018792804331,0.411585840163752
0.0882502435706556,0.178140053525567
0.268267505569384,0.177514982875437
0.897506828187034,0.5422552106902
0.552503926213831,0.601214322028682
0.357850252650678,0.471647058613598
0.0963672841899097,0.639301598072052
0.705200335476547,0.445480431662872
0.995843551121652,0.539544139523059
0.929149057483301,0.918201497523114
0.0488658004906029,0.43764166533947
NA,0.146420844830573
0.390260405372828,0.198078623041511
0.217651965562254,0.362390798283741
0.961205470142886,0.122311497107148
0.425259626703337,0.324640037724748
0.221201996551827,0.732973437989131
0.182900524698198,0.108868615701795
0.6326040441636,0.844450854929164
0.797603441867977,0.629269325872883
0.691243461798877,0.742395176552236
0.782990878913552,0.144904454937205
0.495441580424085,0.69072915893048
0.654950926080346,0.944772490533069
0.954117060871795,0.0754527668468654
0.633399988291785,0.71125261601992
0.793828188907355,0.707021829904988
0.158880856120959,0.387468907050788
0.662702249363065,0.293421182548627
0.61635614046827,0.447462077951059
0.987604550085962,0.881088768597692
0.309037012280896,0.433164853136986
0.0700550840701908,0.257907102117315
0.0493261038791388,0.689117703121156
0.721455798484385,0.195853384211659
0.565686082700267,0.779598201625049
0.590348819503561,0.421585301170126
0.174968844512478,0.534372905269265
0.874592351261526,0.832124987151474
0.782590627437457,0.52562268381007
0.945112568791956,0.657177340937778
0.164548351662233,0.116457919590175
0.947095424402505,0.770448262337595
0.581477799685672,0.793588004307821
0.930319504579529,0.450857051182538
0.8706318968907,0.88492237473838
0.260138746118173,0.680862489156425
0.29931278899312,0.606888949172571
0.954888888634741,0.0617829125840217
