# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:45
# LEB
# ------------------------

"var_x","var_y"
0.808189975563437,0.725249126553535
0.167296044295654,0.116337962215766
0.403822897002101,0.129779559792951
0.391659828601405,0.7988153884653
0.796770827146247,0.364701345097274
0.0678155089262873,0.501364552183077
0.606516789877787,0.891884061042219
0.930580847896636,0.0106442624237388
0.936777070397511,0.532617808319628
0.0754008060321212,0.956394173903391
0.849514130968601,0.207511548185721
0.0387470847927034,0.198550942819566
0.300337424967438,0.724377850070596
0.0338284505996853,0.573933719424531
0.470445544691756,0.527891886653379
0.717896401882172,0.417409426765516
0.929219691548496,0.362923584179953
0.67790031991899,0.533838849049062
0.254004848189652,0.0412733335979283
0.20108890812844,0.749165538232774
0.15168097242713,0.0785113712772727
0.875210806028917,0.333146637538448
0.778349241940305,0.906193495262414
0.90955545171164,0.291949775069952
0.352944029727951,0.888600679580122
0.684400426456705,0.698687034426257
0.424375763162971,0.71142984344624
0.893904737429693,0.807157974224538
0.695835049264133,NA
0.25619534519501,0.64168599108234
NA,0.316778088919818
0.0339552494697273,0.491870687576011
0.965609674341977,0.00780265172943473
0.361070353537798,0.314168682089075
0.495598546462134,0.0251608719117939
0.580405859509483,0.666503997286782
0.1852685760241,0.823274178430438
