# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:45
# LEB
# ------------------------

"var_x","var_y"
NA,0.657130867941305
0.0264541876967996,0.394352458184585
0.182202845346183,0.220913178985938
0.488347764825448,0.0460856035351753
NA,0.820693257031962
0.131523136980832,NA
0.257370157865807,0.0654486692510545
0.303231622790918,0.640341026242822
0.606353589100763,0.708202867535874
0.852133703185245,0.424300785409287
0.981475661275908,NA
0.215852093650028,0.378943230956793
0.676931004272774,0.52996912272647
0.183750919764861,0.974726429907605
NA,NA
0.870532391825691,0.0291912483517081
0.855692359386012,0.64490474248305
0.284135120688006,0.612132336013019
0.0785388962831348,0.82380898995325
0.608551936224103,0.854537808569148
0.559111979557201,0.0487224159296602
