# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:44
# LEB
# ------------------------

"var_x","var_y"
0.636363155441359,0.674059495329857
0.554085162002593,0.840871459105983
0.272431860445067,0.376786024775356
0.328596571460366,0.565624441951513
NA,0.483124695252627
0.562471951590851,0.160797729389742
0.906646501738578,0.938116068020463
0.612102257553488,0.693673252593726
0.0304922296199948,0.3065574914217
0.0248952410183847,0.512026705313474
0.51490796613507,0.765637498581782
0.931852085515857,NA
0.859376603737473,0.204778509913012
0.0242109976243228,0.728499491000548
0.0239357422105968,0.0862423607613891
0.377870824420825,0.914662783732638
0.60482359235175,0.380496561294422
NA,0.987453727284446
0.117010912159458,0.62749355728738
0.445686125662178,0.836977407103404
0.951428315136582,NA
0.641663153655827,0.429513727547601
0.496503904694691,0.582132927374914
0.092692291829735,0.573361710412428
0.662282213103026,0.63585603935644
0.797304258681834,0.557097974233329
0.906745745334774,0.747169118141755
0.450653438456357,0.518448172137141
0.772376417182386,0.0328457653522491
0.164962760405615,0.90906149148941
0.381427041022107,0.505779907340184
0.304486553184688,0.891946391901001
0.962677802424878,0.176835474325344
0.948978438507766,0.696631290949881
0.395447320770472,0.00420335750095546
0.897853080648929,0.163190132472664
0.250292850658298,0.436810749350116
0.0328420680016279,0.294824211625382
0.116958223283291,0.20413464657031
0.940634117461741,0.706324184779078
0.422268054448068,0.230562578653917
0.944893293315545,0.497943965485319
0.774111072998494,0.525150146102533
0.505719529930502,0.345842517679557
0.686805879697204,NA
0.0216612999793142,0.170836302451789
NA,0.456991164712235
0.809935103869066,0.452697956934571
0.231086881365627,0.347176520619541
0.633167870342731,0.774255600757897
NA,0.458036511670798
0.602948889834806,0.771750812418759
0.775197171373293,0.673107484355569
0.736212169518694,0.234183570370078
0.271452568937093,0.0951667919289321
0.453184941783547,0.846835477277637
0.450620720395818,0.0297134495340288
0.00443639769218862,0.780989010818303
0.0306154338177294,0.198206749977544
NA,0.0994843689259142
0.579441894544289,0.380528026260436
0.508740560384467,NA
0.119508408475667,0.584470443660393
0.431032948894426,NA
0.746981033589691,0.25232401303947
0.308524898486212,0.998911827104166
0.590500174788758,0.147182966116816
