# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:45
# LEB
# ------------------------

"var_x","var_y"
0.390840440988541,0.342916436726227
0.165742156328633,0.739667337620631
0.467447195434943,0.449042695574462
0.819759144913405,0.318410518579185
0.170584412990138,NA
NA,0.386104394914582
NA,0.260099728126079
0.188274414744228,0.0328806394245476
0.372612996259704,0.531628391472623
0.482183783547953,0.233291515847668
0.443162236362696,0.289710412034765
0.735608959104866,0.00685950578190386
0.544736361363903,0.628902971046045
0.17834659665823,0.0260942624881864
NA,NA
0.694594914093614,0.0754578255582601
0.127463473938406,0.169033688493073
0.186101155122742,0.14289308572188
0.60731051908806,0.789232105249539
0.159237147774547,0.989406791282818
0.538032653275877,0.746243313653395
NA,0.539581251796335
0.85997837386094,NA
NA,0.659253536257893
0.397923222044483,0.922447584569454
0.0523643705528229,0.124613499967381
0.456974629778415,0.186567099066451
0.294115433003753,0.306500917533413
0.943964236881584,NA
0.506528828525916,0.79061263683252
0.331299251876771,0.12113983836025
NA,0.310512660536915
0.847377714002505,NA
0.307397104334086,0.321217527613044
0.923428098671138,0.407456970307976
0.176005382090807,0.279187677893788
0.328258518129587,0.068524832604453
0.0217379115056247,0.968562844209373
0.0745800703298301,0.327015029964969
0.756153798429295,NA
0.518976751016453,0.171766856918111
