# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:56:45
# LEB
# ------------------------

"var_x","var_y"
0.521249462384731,0.914280461613089
0.423272867919877,0.655330879613757
0.899701332207769,0.276849711081013
0.842663076939061,0.689284461317584
0.164796272991225,0.395998493302613
0.471768949646503,0.22936512157321
0.499000799376518,0.567289541708305
0.822381729027256,0.0264092686120421
0.511241751490161,0.50773237971589
0.917383808875456,0.658669751835987
0.0577191344927996,0.995208283187822
0.417484776349738,0.550350381992757
0.42784820520319,0.739304319722578
0.733128662686795,0.263909567613155
0.600978489033878,0.463666003197432
0.540644742315635,0.565185695886612
0.229523365618661,0.272566978121176
0.825889602536336,NA
0.991990351350978,0.298236704897135
0.329842641483992,0.922911352477968
0.557605917332694,0.0210391867440194
0.890260438900441,0.128469661111012
0.790920431958511,0.906985862180591
0.790047268848866,0.622017954010516
0.455734967021272,0.722743637626991
0.919570923782885,0.13055265811272
0.965268846368417,0.828896345105022
0.109987092902884,0.532447140198201
0.0621318980120122,0.226409478811547
0.397218474652618,0.508720329031348
0.339693115092814,0.237653038697317
0.867706011515111,0.392381092300639
0.572475089458749,0.344453046331182
0.93805106729269,0.714200132293627
0.155314406380057,0.467324929311872
0.629415477160364,0.714595793979242
0.184861722635105,0.725255778990686
0.731821235502139,0.655399715760723
0.0875132794026285,0.229056276148185
0.588951197452843,0.193329457659274
NA,0.794667673762888
0.527970933821052,0.0999297858215868
0.0544136962853372,0.710283076157793
0.811662584543228,0.886448793578893
0.857804556377232,0.408974917139858
0.55552072240971,0.83693095180206
0.480364576913416,0.240419407142326
0.327213588636369,0.018444323213771
0.329224227229133,0.00629183812998235
0.514495165785775,0.832014433341101
0.440199425676838,0.625607872381806
0.121581175364554,0.544249263126403
0.664280030876398,0.842516095144674
0.321124268462881,0.312181222019717
0.147653515217826,0.51276110066101
0.849807023303583,0.363361192401499
0.0928653003647923,NA
0.81328859878704,0.883332754485309
0.682041511870921,0.244754817103967
0.230652983533219,0.515332543523982
0.189326181774959,0.715976668987423
0.220109964255244,0.45278181321919
0.786509010475129,0.764685929752886
0.735583510948345,NA
NA,0.55152831831947
0.377242704620585,0.25128253409639
NA,0.462907249340788
0.0509756815154105,0.176365066086873
0.321558575844392,0.626855215523392
0.270216478966177,0.150048254989088
0.22286926349625,0.223235721932724
0.926499058958143,0.789021224714816
0.610955345444381,0.205925294430926
0.318482492584735,0.195308322552592
0.627264433540404,0.226395081728697
0.839481187518686,0.544049379881471
0.0389825026504695,0.195827060611919
0.654508086852729,0.00875337747856975
0.599359228741378,0.59915306000039
0.196709110867232,0.318990686908364
0.397590341046453,0.286413707537577
0.956595033872873,0.616810998646542
0.759717115433887,0.72492343490012
0.713108827592805,0.109924266813323
0.0990065594669431,0.365995486499742
0.471444192575291,0.51849402114749
0.850804667221382,0.670360148418695
0.143973666243255,0.252117524389178
0.757261656690389,0.392549127107486
0.736487304326147,0.600886648520827
0.373571702511981,0.781819011317566
0.490491713397205,0.709772647591308
0.193997497437522,0.232405790826306
0.882903993595392,0.339418038958684
